ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,59469.4
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,57061.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57419.6
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57418.2
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57741.4
1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,57907.6
1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,59093.8
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,57540.0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,57618.6
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57315.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59090.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57505.6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57495.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57468.8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57058.6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57152.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,58999.6
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,58757.8
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57076.8
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57216.4
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57112.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57269.8
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57290.4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57468.0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,57878.0
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,59867.4
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,57750.4
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,59811.2
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57976.2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57651.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57008.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57788.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56966.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,57245.4
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,59559.8
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57690.4
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57791.6
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57673.4
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57967.0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,57337.0
1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,58166.0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,58813.6
0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,58869.6
0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,58878.0
0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,57860.0
1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,57866.8
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58627.2
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,58949.6
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,57720.4
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,58008.4
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,57464.2
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,57921.0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,63646.6
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,62809.0
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,57252.6
0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,57255.2
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,58724.2
0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,57654.2
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,57714.6
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,57757.8
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57741.6
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57529.0
0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,57605.8
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,59183.8
0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,58057.2
1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,58158.8
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,57667.0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59016.2
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,57948.6
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57624.0
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,57747.8
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,57805.2
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,57691.6
1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,58095.2
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57859.4
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,58065.2
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57720.4
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,57658.4
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,57859.4
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,58536.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,57755.8
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,57646.2
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58102.6
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,58252.4
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,59079.6
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,58082.8
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,58000.0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,57800.2
1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58358.0
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,57854.4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,57804.6
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,57855.0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,57744.0
