fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,1,0,64,8,256,133164.4
0,1,0,0,0,64,32,1024,46224.0
1,0,1,1,0,128,2,1024,140842.0
1,1,1,1,0,64,2,256,128226.2
1,1,0,1,1,64,32,1024,123397.2
0,1,1,0,0,64,2,256,46338.6
0,1,0,0,0,128,32,1024,46341.0
0,0,0,1,1,128,32,256,46408.2
1,1,1,1,1,64,2,256,128684.6
0,0,1,1,1,128,2,256,46688.4
0,0,0,0,1,128,8,256,46184.2
0,1,0,0,0,64,32,256,46122.2
1,0,0,1,1,64,2,1024,133912.8
0,0,0,1,1,128,8,1024,46358.4
1,1,0,0,0,128,2,256,132604.8
1,1,1,1,1,128,32,1024,130943.4
0,0,0,0,1,64,8,256,46194.8
1,0,1,0,0,64,32,256,137127.0
0,0,1,1,1,64,2,256,46643.2
0,0,0,1,1,64,2,256,46471.2
1,0,1,0,1,64,2,1024,131850.2
1,1,1,0,0,128,32,1024,132014.6
1,0,1,0,0,128,8,1024,130578.0
1,1,1,1,0,128,32,1024,126388.4
0,0,0,0,1,64,8,1024,46184.4
1,1,0,1,1,128,32,1024,129568.0
0,1,0,1,1,128,2,1024,46445.4
1,0,0,1,0,64,2,1024,130483.0
1,1,0,0,0,64,2,256,132203.8
0,1,1,0,0,128,2,256,46183.8
0,1,0,0,0,64,2,256,46500.4
1,0,0,0,1,128,2,256,135331.6
1,1,0,1,0,128,8,256,131542.8
0,0,1,0,1,64,2,256,46268.8
0,0,1,1,1,128,8,1024,46669.0
0,1,0,1,1,128,8,256,47454.8
0,1,0,1,1,64,32,1024,46378.6
1,0,1,0,1,128,32,256,134666.4
0,1,1,1,0,128,32,256,46666.8
1,0,1,0,1,64,8,256,138369.4
1,1,0,0,0,64,8,256,134334.0
0,0,1,0,1,128,32,1024,47486.6
1,0,0,0,0,128,32,1024,127243.8
0,1,1,1,0,64,32,1024,46801.8
1,1,1,1,0,128,8,1024,129666.0
1,1,1,0,1,64,2,1024,132269.2
0,1,1,0,1,64,8,256,46219.0
1,0,1,1,1,64,8,256,138112.8
1,1,1,1,0,128,32,256,130071.2
0,1,0,1,1,128,2,256,46367.0
0,0,0,1,1,128,2,256,46335.6
0,0,1,0,1,64,8,256,46344.4
1,1,1,0,1,128,8,1024,132620.2
0,0,1,0,0,128,32,1024,46138.8
1,1,1,1,1,64,32,1024,130551.4
0,0,1,1,1,64,8,1024,46645.6
0,0,0,1,0,64,8,1024,46405.2
1,0,0,0,0,128,2,256,133624.8
1,1,1,1,0,128,8,256,130678.4
0,1,0,0,0,128,2,256,46022.8
0,0,0,1,1,64,8,1024,47331.0
1,1,0,1,1,128,8,256,131563.8
1,0,0,1,1,64,8,256,136979.0
0,0,0,1,1,128,8,256,46472.4
0,1,0,0,1,64,2,256,46143.2
0,0,0,0,0,64,32,1024,46298.4
0,1,1,0,1,128,8,1024,46188.8
1,1,0,1,1,128,2,256,130923.0
1,1,0,0,1,128,32,1024,133874.4
1,0,0,0,1,64,8,1024,134427.4
1,1,0,0,1,64,32,256,132894.8
1,0,0,0,0,64,2,256,136455.8
1,0,1,1,1,128,32,256,137237.2
1,0,0,0,1,128,8,256,133596.6
0,1,0,0,1,128,32,1024,46405.0
0,0,1,0,1,64,32,256,46132.4
0,0,0,1,1,128,2,1024,46407.8
0,1,1,0,0,128,2,1024,47200.2
0,1,0,1,1,64,32,256,46402.4
