new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,0,0,0,1,3,2,165.5558
1,2,0,0,1,1,2,1,166.2124
1,2,0,0,1,1,3,1,167.1182
1,2,0,0,1,1,3,3,166.8736
1,2,0,0,0,1,2,1,168.2004
1,2,1,1,0,1,2,1,166.4322
1,2,1,1,1,1,2,1,166.4988
0,2,1,1,1,1,2,1,166.2642
1,2,0,0,0,1,2,2,167.3886
1,2,0,0,1,1,2,2,168.4756
1,0,0,0,1,0,2,0,166.9782
1,0,1,1,0,1,3,0,166.4262
1,0,0,0,1,1,1,0,167.7914
