topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,10,1,0,1000,1000,1024,10000,5,29,0.283517375395
4,1,2,1000000,1,0,1000,1000,1024,100,5,29,2.0
2,10,4,10,10,1,1,1000,512,100,2,0,2.0
2,1,4,10,1,1,1000,1000,512,100,5,29,2.0
2,10,4,1000000,10,0,1,1000,512,100,2,29,2.0
2,1,4,1000000,1,1,1000,10,1024,10000,5,29,2.0
4,1,2,10,10,1,1000,1000,1024,10000,5,29,0.200738619419
2,10,2,1000000,10,1,1,10,1024,10000,5,0,2.0
4,10,2,10,1,0,1,10,1024,100,5,0,0.0144142451143
4,10,4,10,10,1,1000,1000,512,10000,5,0,0.181675320661
2,1,2,1000000,1,0,1,10,512,100,5,29,2.0
2,10,2,1000000,10,0,1,10,512,100,5,29,2.0
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,2.0
4,1,4,10,10,0,1000,1000,1024,100,2,0,2.0
2,10,4,1000000,10,0,1,10,512,10000,5,29,2.0
4,1,4,1000000,1,1,1,10,1024,10000,2,0,2.0
4,1,4,1000000,10,0,1000,10,512,10000,2,29,2.0
2,1,2,1000000,10,0,1000,10,512,100,5,0,2.0
4,10,4,10,1,1,1,10,1024,100,2,29,0.0145844652976
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.000682242494311
4,10,2,1000000,1,1,1,1000,512,10000,5,0,0.000832036255537
2,1,4,1000000,10,0,1,10,512,100,5,0,2.0
2,10,2,1000000,1,1,1,1000,1024,100,5,0,2.0
2,1,4,1000000,10,1,1,10,512,10000,2,0,2.0
4,10,4,10,10,1,1,10,512,10000,5,29,2.0
4,10,2,10,1,0,1000,1000,512,100,5,29,2.0
2,1,4,10,1,0,1000,10,512,100,5,29,0.369392776945
2,10,2,10,1,1,1000,10,512,100,5,29,0.275428512289
4,1,2,10,1,0,1000,10,512,10000,5,29,2.0
2,10,4,1000000,1,0,1000,10,1024,100,2,0,2.0
2,10,4,1000000,1,0,1000,1000,1024,10000,5,0,5.99175044904e-05
2,1,2,10,10,1,1000,10,512,100,2,0,0.732797888725
2,10,2,10,10,1,1000,1000,1024,100,2,29,2.0
2,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00139035845647
2,1,2,10,10,1,1,1000,512,100,5,29,2.0
4,1,4,10,10,0,1,10,512,10000,5,0,2.0
2,10,4,1000000,1,0,1,1000,1024,100,2,29,2.0
2,10,4,10,1,1,1,10,1024,10000,5,29,2.0
4,10,2,10,1,0,1000,1000,512,100,2,0,2.0
2,1,2,10,1,0,1000,10,1024,10000,2,29,2.0
4,10,4,10,10,0,1,1000,1024,100,2,0,2.0
2,1,2,1000000,10,1,1,10,1024,10000,5,0,2.0
2,10,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,10,4,1000000,1,0,1000,10,512,10000,5,0,2.0
2,1,2,1000000,10,0,1000,1000,512,100,2,0,2.0
4,10,2,1000000,10,1,1000,1000,512,100,2,29,2.0
4,10,2,1000000,10,0,1000,10,1024,10000,5,0,2.0
4,10,4,1000000,1,1,1000,10,512,10000,5,29,2.0
2,1,4,1000000,1,1,1,10,512,10000,5,0,2.0
4,10,2,1000000,1,1,1,1000,512,100,5,0,2.0
2,1,2,10,10,1,1,10,1024,100,5,0,0.142562807843
2,1,4,1000000,10,0,1000,10,512,100,2,29,2.0
4,10,4,10,1,0,1000,1000,512,100,5,0,2.0
4,1,2,10,1,1,1,10,1024,100,5,0,0.0144809714262
4,1,2,1000000,10,1,1,10,512,100,5,0,2.0
2,1,4,1000000,1,0,1000,1000,1024,100,5,0,2.0
2,1,4,1000000,10,1,1000,10,512,10000,2,29,2.0
4,1,2,10,10,1,1000,1000,512,100,2,0,2.0
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,2.0
2,10,2,1000000,1,0,1000,1000,512,100,2,29,2.0
4,10,2,10,10,0,1000,10,512,10000,2,0,2.0
2,1,2,1000000,1,0,1000,10,1024,100,2,0,2.0
2,1,4,1000000,1,0,1,10,512,100,5,29,0.000829312732606
4,10,2,10,1,0,1,10,1024,100,2,29,0.0146280416645
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,2.0
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.00154423750209
4,10,2,1000000,1,1,1,1000,512,100,2,29,2.0
4,10,2,1000000,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,10,10,1,1000,1000,512,100,2,0,2.0
4,1,4,10,1,0,1,1000,512,10000,5,0,0.0146838738845
2,10,4,1000000,10,1,1,1000,1024,100,5,0,2.0
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,2.0
2,10,4,10,1,1,1,10,512,10000,2,29,2.0
2,1,4,10,1,1,1000,10,1024,100,5,0,0.381060349183
4,10,4,10,1,0,1000,1000,512,100,2,0,2.0
2,10,2,1000000,1,0,1,1000,512,10000,5,29,0.00101178876901
4,1,2,10,10,0,1000,10,512,10000,2,0,2.0
2,1,2,10,10,1,1,10,512,100,5,0,0.139588720802
2,10,4,10,1,1,1,1000,512,100,5,29,2.0
4,10,2,1000000,10,1,1,10,1024,100,2,29,0.00103085342953
4,10,4,1000000,1,1,1,1000,512,100,5,29,2.0
4,10,4,1000000,10,0,1,1000,512,10000,5,29,2.72352293138e-06
2,1,4,10,1,1,1000,10,512,100,5,29,0.37962641436
4,1,2,10,10,1,1,10,512,100,2,0,0.143913675217
4,1,2,10,1,0,1000,1000,512,100,5,29,2.0
2,1,4,10,10,0,1,1000,512,10000,2,0,0.149856402253
2,10,4,10,1,1,1,10,1024,100,5,29,0.0149099262879
4,10,2,10,10,0,1000,1000,1024,10000,2,0,0.496549977327
4,10,2,1000000,1,1,1000,1000,1024,100,5,0,2.0
4,1,4,1000000,10,0,1,10,1024,10000,5,0,2.0
4,10,4,1000000,1,1,1000,10,1024,10000,5,0,2.0
4,10,2,10,1,1,1000,10,1024,100,5,0,0.205380864256
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015796433002
4,10,2,10,1,0,1,10,1024,10000,5,29,2.0
4,1,2,10,1,1,1,1000,512,100,2,29,2.0
4,1,2,10,1,1,1,10,1024,10000,5,0,2.0
4,1,4,1000000,10,0,1,10,1024,100,2,29,0.00542117239492
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,7.62586420787e-05
4,10,2,1000000,10,1,1,10,512,10000,5,0,2.0
4,1,4,10,10,1,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,1,1,1,10,1024,100,2,0,0.00202493929948
2,10,4,1000000,10,0,1000,1000,512,10000,5,29,2.0
2,1,2,10,1,1,1000,10,512,10000,2,0,2.0
4,10,2,1000000,1,0,1000,10,512,100,5,29,0.000130729100706
4,1,4,10,1,0,1000,10,1024,100,2,0,0.719697743425
2,10,2,10,1,1,1,10,512,10000,5,29,2.0
2,10,4,10,10,0,1000,10,1024,10000,2,0,2.0
4,10,4,10,1,1,1,10,1024,10000,5,0,2.0
2,1,4,1000000,10,1,1,1000,1024,100,2,29,2.0
4,1,2,10,1,1,1000,1000,1024,10000,2,0,0.467236700016
4,1,4,1000000,1,1,1000,10,512,10000,2,29,2.0
2,10,2,10,1,0,1000,10,512,10000,2,0,2.0
4,1,4,10,10,0,1,1000,1024,100,2,0,2.0
4,10,2,10,1,1,1,1000,1024,100,5,0,2.0
4,10,2,1000000,10,0,1,1000,1024,100,2,0,2.0
4,1,2,1000000,1,0,1000,10,1024,10000,5,0,2.0
2,10,2,10,10,0,1,10,1024,100,2,0,0.148496002549
2,1,4,1000000,10,1,1,1000,512,10000,2,29,2.0
2,10,2,1000000,10,0,1,10,1024,10000,5,0,2.0
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.000559683962399
2,1,2,10,1,1,1,10,512,10000,2,29,2.0
2,1,4,10,1,1,1,1000,512,10000,5,29,0.015044740673
2,1,2,1000000,10,1,1,1000,1024,10000,5,0,2.0
2,10,2,10,1,0,1000,1000,1024,10000,2,29,0.808381097117
2,10,2,1000000,10,0,1,10,512,100,2,29,2.0
2,10,4,10,10,1,1000,1000,1024,100,5,29,2.0
4,1,2,10,1,0,1000,10,1024,100,2,29,0.484517453016
4,1,4,1000000,1,0,1,10,512,100,5,0,0.000750330567596
4,10,4,10,1,1,1,1000,512,10000,5,0,0.0138804346198
4,10,2,10,1,0,1000,10,1024,10000,5,29,2.0
2,10,2,10,10,0,1000,1000,512,100,2,0,2.0
4,10,2,10,10,1,1000,1000,512,10000,5,0,0.195358299868
2,1,2,10,1,0,1,10,1024,100,2,29,0.0147315355358
2,1,2,10,10,1,1,1000,1024,100,2,29,2.0
4,10,4,1000000,1,1,1000,1000,512,100,5,0,2.0
2,1,4,1000000,1,0,1,10,512,10000,2,0,2.0
4,10,4,10,1,1,1,1000,1024,10000,5,0,0.0141064870231
2,10,2,1000000,1,1,1000,1000,512,100,5,0,2.0
4,10,4,10,10,1,1,1000,1024,100,2,29,2.0
4,10,4,1000000,10,0,1000,1000,512,100,5,0,2.0
4,1,4,1000000,10,0,1,10,512,10000,5,29,2.0
2,10,4,1000000,1,1,1000,10,1024,10000,2,0,2.0
2,10,2,1000000,1,1,1,1000,1024,100,2,0,2.0
4,1,4,10,1,1,1,10,512,10000,5,0,2.0
2,10,2,1000000,1,1,1,10,1024,100,2,29,0.00243619126212
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,0.00104991809005
2,1,4,10,1,1,1,1000,512,100,2,29,2.0
2,1,2,1000000,10,1,1,10,1024,100,2,0,2.0
