ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,63658.6
1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,83986.6
1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,73247.4
1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,83004.2
0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,89859.2
0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,85569.0
1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,71772.2
0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,85431.6
1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,96971.6
0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,71413.4
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,77080.0
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,76323.2
0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,81890.8
1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,90404.2
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,62714.0
0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,83808.2
1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,67771.8
0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,72389.4
0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,83876.6
1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,91532.4
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,69355.4
0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,100670.4
0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,93453.8
0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,83709.2
1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,71815.4
1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,64373.8
0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,71503.8
1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,87436.8
0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,82589.0
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,67081.4
0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,81608.2
0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,78522.2
1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,75442.6
0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,81013.6
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,61517.6
0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,78046.8
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,72342.2
0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,94250.2
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,61292.2
1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,83878.4
0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,69440.4
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,84825.0
1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,79296.8
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,71605.0
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,94504.0
0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,65121.0
1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,80325.6
0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,75223.6
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,90005.8
0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,81309.4
1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,87707.4
0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,73288.4
0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,64306.4
0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,87805.4
1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,84486.6
1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,90080.8
0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,82804.2
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,78100.4
0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,92381.6
1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,82735.2
0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,90106.4
1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,84219.2
1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,60820.8
1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,85422.4
1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,79126.8
1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,83734.6
1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,74471.2
0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,64074.8
0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,66631.6
0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,67975.4
1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,81898.6
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,87391.2
0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,75792.8
0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,75599.2
1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,79346.6
1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,71964.2
1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,79219.2
0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,85386.8
0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,86271.4
0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,96047.6
0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,89456.0
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,92483.4
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,64900.4
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,83964.2
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,82004.2
1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,84481.0
0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,74046.0
1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,79601.2
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,81344.4
1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,79554.8
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,61084.8
1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,98062.2
1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,66807.6
1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,82402.8
1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,82959.8
1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,92962.4
1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,77423.8
0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,78811.0
1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,96563.4
1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,97290.4
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,62848.0
0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,86541.4
1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,80887.2
1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,71203.0
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,68017.2
0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,84706.0
0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,84266.6
1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,68926.8
1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,62741.2
0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,71642.8
1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,71461.8
1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,77491.2
1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,74560.6
0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,79826.4
1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,92491.4
1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,89094.2
0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,83066.6
0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,79044.0
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,77111.2
0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,76260.0
0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,81317.4
1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,76163.2
0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,78636.2
1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,71057.0
1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,73847.0
1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,85427.6
1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,94724.4
0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,84337.6
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,90404.2
1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,85583.0
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,83034.0
0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,84349.8
1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,90377.0
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,76392.2
1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,90274.2
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,60820.2
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,78713.2
0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,82747.4
0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,73649.8
0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,73972.0
1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,76471.6
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,88084.2
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,58718.6
0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,80106.0
0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,75170.8
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,82535.0
1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,69868.2
0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,77863.8
1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,89790.8
1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,86552.0
1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,100308.4
0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,83658.0
1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,90684.4
0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,79263.2
1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,72272.2
1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,86848.0
0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,85459.4
0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,76681.4
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,66701.8
1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,74693.6
1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,90232.2
1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,84288.2
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,71801.6
1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,72306.2
1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,78155.0
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,66703.0
1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,83508.6
0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,63815.2
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,68896.6
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,76137.8
1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,87262.0
1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,89040.8
0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,77280.8
0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,69102.4
1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,79726.8
0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,73417.0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,74733.4
1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,77609.0
0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,64253.4
0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,84508.6
1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,90259.4
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,94557.2
1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,63505.0
1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,70544.2
1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,86028.0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,74162.6
1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,88931.6
1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,64178.4
1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,95361.4
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,67254.2
